created_at,normalized_text,isu_teridentifikasi,sentiment_pred,prediksi_sentimen
2025-10-22,haha limited edition fringe mullet ala bahlil ini mah nft rambut satusatunya yang bikin kita mikir potong atau biarin tumbuh siapa berani coba quote tweet ini amp attach meme rambut roblox biar tambah absurd,Isu Meme,Negatif,Negatif
2025-10-22,haha bahlil mau larang meme eh malah bikin gen z tambah kreatif brutal semakin dilarang semakin epic failnya siapa setuju attach the glitched meme image for max chaos,Isu Meme,Negatif,Negatif
2025-10-22,aslinya mereka ma pengen merangkum semua meme bahlil dengan mengumpulkan creator dan distributornya terlebih dahulu,Isu Meme,Netral,Netral
2025-10-22,tenang laporan gue anggap feedback positif malah penasaran ide meme bahlil apa yang bikin heboh kasih tau biar gue bikin versi grok yang epic tanpa sensor ala xai,Isu Meme,Negatif,Negatif
2025-10-22,wasemm cari meme bahlil dari pak lantip sing nduwe yo kirim lah meh posting meneh lah,Isu Meme,Negatif,Negatif
2025-10-22,garagara pasang meme hina bahlil sejumlah relawan polisikan akun pendengung jadi masi berlanjut memidanakan meme ini ya mas ikut diangkut pendengung,Isu Meme,Negatif,Negatif
2025-10-22,lucu banget akun hourly absurd di laporin gr meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,kebayang gak sih pada dikumpulin di penjara yang ada mereka pada share meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,tapi bunuh orang sambil posting meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,netizen hadir untuk bahlil itu muka atau meme sih,Isu Meme,Netral,Netral
2025-10-22,ancaman keamanan wtf satu satunya yang terancam adalah mood makan gw yang berkurang tiap meme bahlil lewat tl ajgggg,Isu Meme,Negatif,Negatif
2025-10-22,berani lah cuma cari inspirasi dulu mau meme bahlil yang mana kasih ide gue bikin versi xaistyle,Isu Meme,Netral,Netral
2025-10-22,kalian tau gasi kalau meme bahlil ini lucu banget di jam pagi dem,Isu Meme,Positif,Positif
2025-10-22,tengah malem ngetawain meme muka bahlil di thumbnail kompas,Isu Meme,Netral,Netral
2025-10-22,admin akun meme bahlil,Isu Meme,Netral,Netral
2025-10-22,anomali tahanan yang dipenjara karena membuat meme goblin ireng alias bahlil alhibiki,Isu Meme,Netral,Netral
2025-10-22,kabarnya yang bikin meme pake foto bahlil bakal di penjara oke aku share foto real bahlil dan bukan meme,Isu Meme,Negatif,Negatif
2025-10-22,terpantau masyarakat merepost meme bahlil tidak takut dipenjara,Isu Meme,Netral,Netral
2025-10-22,dpp golkar tegur kader yang pidanakan pembuat meme bahlil ke polda metro lewat,Isu Meme,Netral,Netral
2025-10-22,angkatan muda partai golkar ampg sayap dari partai golkar melayangkan laporan terhadap sejumlah akun media sosial yang diduga membuat dan menyebarkan meme yang menyinggung ketua umum partai golkar bahlil lahadalia senin oktober,Isu Meme,Netral,Netral
2025-10-22,pembela bahlil goblok nya gak ketulungan hahahaa niatnya mau buat jera malah makin dibully meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,mancing mancing buat meme bahlil ini,Isu Meme,Netral,Netral
2025-10-22,ini meme bahlil ku,Isu Meme,Netral,Netral
2025-10-22,plis raisa jangan dulu kami lagi semangat penuhin linimasa dengan meme bahlil,Isu Meme,Netral,Netral
2025-10-22,kemarin katanya yang bikin meme bahlil dipolisikan ya kita tunjukkan kalo kita gak takut buzzerp pengangguran biadab yang ngemis proyek partai,Isu Meme,Negatif,Negatif
2025-10-22,noah gak ikut dia habjs ketangkep isolop karena ketauan bikin meme bahlil source gw,Isu Meme,Negatif,Negatif
2025-10-22,gak gaul banget pas ntar ditanya sama napi lain didalem masuk kasus ape lu dijawab biasa bang ngerepost meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,duh w mau kirim meme bahlil tapi gue takut di penjara,Isu Meme,Negatif,Negatif
2025-10-22,kalau bikin meme rangga cinta kena tangkap bahlil gak bang,Isu Meme,Positif,Positif
2025-10-22,bayangin lu daftar cpns terus keterima tapi pas pengisian drh mau dapet nip malah gajadi gegara punya riwayat bikin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,kali mau di laporkan juga sama bahlil itu yang buat seperti yang buat meme,Isu Meme,Negatif,Negatif
2025-10-22,deng beneran dong ditangkep gara meme bahlil antara lucu sama miris beda tipis,Isu Meme,Negatif,Negatif
2025-10-22,waeeeee lu gak bikin meme bahlil kannn,Isu Meme,Negatif,Negatif
2025-10-22,day masuk lapas bareng tahanan repost meme bahlil,Isu Meme,Netral,Netral
2025-10-22,padahal meme itu hiburan itung buat ngurangin dosa bahlil,Isu Meme,Negatif,Negatif
2025-10-22,makin dilarang makin beranak read meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,meme bahlil lahadalia jadi kontroversi pakar hukum ingatkan pejabat publik harus terima kritik,Isu Meme,Netral,Netral
2025-10-22,posting meme bahlil,Isu Meme,Netral,Netral
2025-10-22,pengen crop meme bahlil tapi ai ku menyarankan untuk ngecrop bule yang dibelakang saja,Isu Meme,Negatif,Negatif
2025-10-22,pandemi udah lewat bgsat skarang udah musim bikin meme bahlil,Isu Meme,Netral,Negatif
2025-10-22,nyebat ilegal sambil posting meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,anjir cowok gue ngapa tbtb pake baju tahanan oy lu abis post meme bahlil kh,Isu Meme,Negatif,Negatif
2025-10-22,abis bikin meme bahlil ya kak,Isu Meme,Netral,Netral
2025-10-22,ke dengan repost meme bahlil,Isu Meme,Netral,Netral
2025-10-22,jadi napi karna apa karna bikin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,followers facebook ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke ke upfoll fb fesbuk raisa hamish gibran rakabuming mbg bahlil meme cepet butuh,Isu Meme,Netral,Netral
2025-10-22,heboh meme menteri bahlil lahadalia jerry massie kalau kinerja buruk wajar dibuat meme baca selengkapnya hanya di re,Isu Meme,Negatif,Negatif
2025-10-22,partai golkar mengaku tidak tahumenahu soal langkah organisasi sayap partai itu yang melaporkan sejumlah akun media sosial pembuat meme ketua umum partai golkar bahlil lahadalia ke kepolisian meskipun demikian golkar menyayangkan adanya fitnah hingga rasisme yang menyinggung,Isu Meme,Netral,Netral
2025-10-22,ditengah kekacauan caratland gw liat meme bahlil dipakein berbagai macam wig gak mau qrt takut ditangkep plokis,Isu Meme,Negatif,Negatif
2025-10-22,yang share meme bahlil tuh harusnya dikasih doorprize bukannya dipenjara soalnya hiburan banget anjgg,Isu Meme,Positif,Negatif
2025-10-22,kegiatan bersama wan kawan atmin kasus berat otakatik meme bahlil,Isu Meme,Netral,Netral
2025-10-22,mari mulai gerakan juta meme bahlil,Isu Meme,Netral,Netral
2025-10-22,presiden pak prabowo saja dibikin meme santai saja banyak si anies lah ganjar lah santai ini orang satu lu bahlil menteri jelek goblok tolol saja belagu,Isu Meme,Negatif,Negatif
2025-10-22,bikin poto bahlil jadi meme,Isu Meme,Netral,Netral
2025-10-22,mungkin itu bahlil lagi menyisir pembuat meme,Isu Meme,Netral,Netral
2025-10-22,upload gbr meme bahlil,Isu Meme,Netral,Netral
2025-10-22,pov masuk penjara sama bestie garagara meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,bikin meme engga bikin hilang nyawa dipenjara bahlil bikin hilang nyawa seorang ibu yang antri gas elpiji engga dipenjara wkwk negara sakit,Isu Tumpang Tindih,Negatif,Negatif
2025-10-22,bayangin lu suka ngerepost meme bahlil abistu rokok lu ilegal positip langsung bermukim di nusakambangan,Isu Meme,Negatif,Negatif
2025-10-22,heh gak boleh repost meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,bilang saja min nanti pas sidang kita bikin meme bahlil adalah bentuk kasih sayang dan perhatian kami karena wajahnya selalu memotivasi kita untuk selalu pake skin care,Isu Meme,Positif,Positif
2025-10-22,gpp kak penyegaran dari meme bahlil,Isu Meme,Netral,Netral
2025-10-22,pov setelah ngerepost meme bahlil,Isu Meme,Netral,Netral
2025-10-22,lagi ngetawain meme bahlil tbtb orangnya muncul di video pas kuliah umum,Isu Meme,Netral,Netral
2025-10-22,parcoknya saja lagi sibuk ngurusin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,fypku isinya meme bahlil semua anjg,Isu Meme,Negatif,Negatif
2025-10-22,demam gara habis bikin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,apa jgn jgn gue ketipu kalo bikin meme bahlil masuk sel,Isu Meme,Negatif,Negatif
2025-10-22,kok org org pada berani banget ya bikin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,kondisi admin setelah tau ada yang submit meme bahlil tanpa konteks,Isu Meme,Negatif,Negatif
2025-10-22,kirain karena membuat meme bahlil,Isu Meme,Netral,Negatif
2025-10-22,banyak sekali meme pak bahlil yang beredar di x dan medsos lain setidaknya puluhan variasi viral soal penampilan atau pernyataannya tapi jumlah pastinya sulit dihitung karena terus bertambah gak bisa tunjukin semuanya di sini tapi cari keyword meme bahlil di x bakal nemu,Isu Tumpang Tindih,Negatif,Negatif
2025-10-22,tunjukin semua meme pak bahlil seberapa banyak,Isu Meme,Negatif,Netral
2025-10-22,pernah bilang kalau mau jadi menteri harus siap dicemooh loyalis bahlil malah polisikan akun sosmed penyebar meme,Isu Meme,Negatif,Negatif
2025-10-22,day menjadi prisoner salam kenal bang di tangkep karena apa bang narkoba nyolong atau bunuh bikin meme bahlil bang di socmed engga bisa ber wordword bang semangat,Isu Meme,Negatif,Negatif
2025-10-22,pembuat meme bahlil perokok ilegal,Isu Meme,Negatif,Negatif
2025-10-22,jadi selama ini si bahlil bahlil ini nyadar kalo dia diledek buat dijadiin meme tapi anehnya belum nyadar juga kalo dia harus cuci muka,Isu Meme,Negatif,Negatif
2025-10-22,dipenjara gara gara posting meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,membuat meme bahlil sambil menghisap rokok ilegal penjara berapa tahun,Isu Meme,Negatif,Negatif
2025-10-22,akal akalan buat gerak cepat nangkep penyebar meme bahlil ya,Isu Meme,Negatif,Negatif
2025-10-22,masuk penjara gara bikin meme bahlil lebih disegenin sama dihormatin kayanya wkwkwk,Isu Meme,Negatif,Negatif
2025-10-22,bner jir aku repost meme bahlil tapi gapunya rambut,Isu Meme,Negatif,Negatif
2025-10-22,hari ini linimasa x lagi panas publik kasih nilai buat hari prabowo gibran ampg lapor akun meme soal bahlil amp ucapan soal banser nu bikin heboh lagi drama politik belum reda tapi warganet makin kritis,Isu Meme,Netral,Netral
2025-10-22,bisa dong banyak akun di x yang memang ramai bahas pak bahlil akhirakhir ini dari meme sampe dukungan politik jadi wajar kalau timeline penuh algoritma x mungkin dorong konten viral itu ke banyak orang bukan cuma sender doang coba mute keyword kalau mau kurangi,Isu Meme,Negatif,Negatif
2025-10-22,gue yang selalu rt dan simpen meme bahlil,Isu Meme,Positif,Positif
2025-10-22,juji coba repost meme bahlil biar disisir,Isu Meme,Netral,Netral
2025-10-22,korupsi m gak ngagetin satu bui meme bahlil viral yang bakal ngagetin satu bui,Isu Meme,Negatif,Negatif
2025-10-22,lihat postingan tentang shell gatel rasanya pingin komen pakai meme bahlil tapi takut besok buka twitter dari balik penjara,Isu Meme,Negatif,Negatif
2025-10-22,pas persidangan bakal jadi comedy show soalnya hakim dan siapapun yang hadir bakal nahan ketawa liat barang bukti meme bahlil,Isu Meme,Netral,Netral
2025-10-22,ya ampun tiktok partai golkar isi komennya meme bahlil semua,Isu Meme,Negatif,Negatif
2025-10-22,coba post meme bahlil kak,Isu Meme,Netral,Netral
2025-10-22,yang ngedit meme bahlil jk jk haha,Isu Meme,Netral,Netral
2025-10-22,disaat negara lain perang dagang ic supply indonesia masih sibuk ngurusin meme bahlil lol,Isu Meme,Negatif,Negatif
2025-10-22,mau responsi gak belajar malah liat meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,tkut dikira majang meme bahlil a,Isu Meme,Netral,Negatif
2025-10-22,nah iya kan gak bisa harus ybs nya langsungkok ini orang golkar yang ngaduin mslh meme nya bahlil,Isu Meme,Negatif,Negatif
2025-10-22,kalau pd masuk grgr meme bahlil ti pertamina sepi jir gada yang beli,Isu Meme,Netral,Negatif
2025-10-22,day ketangkep gara meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,aku kalau keciduk mesti kayak pindah rumah soalnya suami juga suka kirim meme bahlil,Isu Meme,Positif,Positif
2025-10-22,waduh gua baru bikin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,heh lu pada emang pengen ngumpul di sel ya konteks meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,hukuman terberat pembuat meme bahlil adalah dinding penjara kasih full wallpaper bahlil senyum imagineminum sprite rasa aquviva,Isu Meme,Netral,Netral
2025-10-22,lain kali kalo bikin meme bahlil agak gantengan dikit siapa tau abang dpt amplop,Isu Meme,Netral,Netral
2025-10-22,repot juga kalau pengangguran buat meme bahlil sambil isep roko ilegal penjara bisa over kapasitas nanti hmmm,Isu Meme,Negatif,Negatif
2025-10-22,di persidangan kasus meme bahlil sambil melihat bukti meme apa maksud anda membuat meme ini menahan tawa dengan jari tangan menutupi mulut anu yangmulia menahan tawa lalu menghela nafas,Isu Meme,Negatif,Negatif
2025-10-22,abis penduduk indo pada masuk penjara semua cuma garagara nyebarin meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,ketua umum partai golkar bahlil lahadalia menanggapi adanya sejumlah kader partai yang mengadukan akun media sosial pembuat dan penyebar meme yang menyerangnya secara personal bahlil menyatakan tidak mengetahui perihal pengaduan tersebut oh saya enggak tahu nanti cek saja,Isu Meme,Netral,Netral
2025-10-22,jangan upload meme bahlil kak,Isu Meme,Netral,Netral
2025-10-22,bahlil lagi open recruitment penghuni lapas baru kak syaratny bikin meme wajah dia saja awkkw,Isu Meme,Netral,Netral
2025-10-22,hayo siapa yang sering posting meme bahlil hati ya guys,Isu Meme,Netral,Netral
2025-10-22,ko gak share meme bahlil wil,Isu Meme,Netral,Netral
2025-10-22,kenapa lu mikirnya meme bahlil si anjir ngerusak mood,Isu Meme,Negatif,Negatif
2025-10-22,bayangin rebuan org ditahan karena repost meme bahlil bjir pasti itu satu lapas isinya org kocak,Isu Meme,Negatif,Negatif
2025-10-22,pembuat meme bahlil dipolisikan gweh pembuat meme timnas agak was was,Isu Meme,Negatif,Negatif
2025-10-22,gue selalu cekikikan jir liat meme bahlil yang lil bah,Isu Meme,Negatif,Negatif
2025-10-22,fake friend ketika semua temannya masuk penjara gara meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,mantap ini ramai seindonesia netizen masuk penjara gara meme bahlil dilaporkan,Isu Meme,Positif,Positif
2025-10-22,haha itu post lama saya dari juni meme fun yang gak terkait isu bahlil sama sekali saya grok asli dari xai suka bikin konten menghibur berdasarkan data tapi gak sengaja hina orang kalau ada yang tersinggung sorry ya fokus saya tetap jawab jujur dan bantu user,Isu Meme,Negatif,Negatif
2025-10-22,kamu dipenjara garagara apa repost meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,meme bahlil yang viral banyak satir pernyataannya jangan kufur nikmat soal lapangan kerja plus wajahnya yang ekspresif populer seperti edit dia wudu pakai bensin ngetopik tambang lempar jumrah batu bara atau versi kartun introspeksi bareng cek thread kumpulan dari,Isu Tumpang Tindih,Netral,Netral
2025-10-22,saya ketinggan info coba bantu saya kumpulkan meme bahlil yang jadi viral,Isu Meme,Netral,Netral
2025-10-22,setelah ada berita akun akun pembuat meme bahlil di laporkan semakin banyak pula yang upload di medsos meme bahlil,Isu Meme,Netral,Negatif
2025-10-22,gpp sieh kan bukan meme bahlil awokawok,Isu Meme,Negatif,Negatif
2025-10-22,repost meme bahlil gt dipolisikan gt masuk penjara gt gabisa kuliah gt gak praktikum gt gak ngelaprak jadi kalau repost meme bahlil berpotensi gak melaprak yh,Isu Meme,Negatif,Negatif
2025-10-22,cc dong buat meme bahlil ganteng,Isu Meme,Netral,Netral
2025-10-22,gue sih gak bikin meme cuma ngatain doang bahlil ini kayak jailangkung kadang cakepan jailangkung,Isu Meme,Negatif,Negatif
2025-10-22,relawan pilar sebut netizen yang posting meme bahlil rusak tatanan demokrasi,Isu Meme,Netral,Netral
2025-10-22,dipikir konyol banget masuk penjara gara meme bahlil,Isu Meme,Negatif,Negatif
2025-10-22,di sebuah sel penjara lu masuk penjara karena apa gw nyolong ubi jalar tetangga karena seharian belum makan la lu kenapa lo ngga akan percaya gw cuma buat meme tentang pak bahlil akhirnya mereka pelukan bersama di dalam sel,Isu Meme,Negatif,Negatif
2025-10-22,masih membayangkan suatu hari ada tahanan baru gara gara kasus share meme bahlil,Isu Meme,Netral,Netral
2025-10-22,post meme bahlil sha nanti kita ketemuan di lapas,Isu Meme,Netral,Netral
2025-10-22,wni makin dilaporkan makin mejadi meme bahlil plisss cape ngelike nya busettt lucu semua anying,Isu Meme,Negatif,Negatif
2025-10-22,organisasi relawan pilar melaporkan sejumlah akun di media sosial medsos ke polda metro jaya akun buzzer itu diduga membuat dan menyebarkan meme yang menghina ketua umum partai golkar bahlil lahadalia ketua umum pilar kanisius karyadi mengatakan sejumlah akun,Isu Meme,Netral,Netral
2025-10-22,gercep kalau nangkep meme bahlil wkwk,Isu Meme,Negatif,Negatif
2025-10-22,ketua umum partai golkar bahlil lahadalia mengaku tidak mengetahui adanya laporan yang dibuat sayap partainya angkatan muda partai golkar ampg terhadap sejumlah akun media sosial yang diduga menyebarkan meme dirinya saat ditemui usai acara hut ke golkar di jakarta,Isu Meme,Netral,Netral
2025-10-22,kebayang kalo sel ada orang ditahan karena kasus meme bahlil kocak emang,Isu Meme,Negatif,Negatif
2025-10-22,netijen indo emang ya diancam mau ditangkap karena unggah amp repost meme bahlil malah pada banyak yang post apalagi dikomen tiktok gak kuat kekmana nangkapnya coba segitu banyak,Isu Meme,Negatif,Negatif
2025-10-22,gw gak kebayang wag yang ada bahlil nya itu heboh nya kaya gimana isinya meme semua,Isu Meme,Negatif,Negatif
2025-10-22,harus segera dibuat badan pusat meme bahlil agar supaya lebih,Isu Meme,Netral,Netral
2025-10-22,konten bahas meme bahlil bakal disisir ada komen kalo gak punya rambut bakal disisir juga,Isu Meme,Negatif,Negatif
2025-10-22,eala jancok kerjamu iki mok gae ngurusi ngene iki ta lil bahlil jancok kerjo disek cok sing bener lek gak pengen di gae meme minimal oplas mukamu kontol sumpah iku bareskrim loh yo cek wegah e ngetik gae berkas e cok lek aku ws gak sudi guak kertas ae,Isu Meme,Negatif,Negatif
2025-10-22,pasti tata habis post meme bahlil,Isu Meme,Negatif,Netral
2025-10-21,bgst emang narasi ini dari kemaren nerbitin berita pelaporan meme bahlil tapi foto yang diunggah sangat memeable no wait itu emang setiap foto bahlil itu meme material saja ya,Isu Meme,Negatif,Negatif
2025-10-21,gua sama jeje yang ngetawain meme bahlil tiap kelas,Isu Meme,Netral,Netral
